gene	log2_TE
YIR014W	-0.1427
YIR015W	-0.3096
YIR017C	2.0962
YIR018W	-0.4260
YIR021W	0.7528
YIR022W	0.9128
YIR023W	-0.6976
YIR024C	0.6453
YIR025W	-0.0133
YIR026C	0.0769
YIR030C	0.0508
YIR032C	-0.7003
YIR033W	-0.7012
YIR034C	0.9696
YIR035C	0.0936
YIR036C	1.2429
YIR037W	1.5767
YIR038C	0.4843
YJL001W	1.0316
YJL002C	0.1851
YJL003W	0.2933
YJL004C	-0.2650
YJL005W	-1.2594
YJL006C	-0.1923
YJL008C	0.9642
YJL010C	0.2840
YJL011C	0.6065
YJL012C	0.6884
YJL013C	-0.8893
YJL014W	0.7282
YJL016W	-1.0692
YJL019W	-0.4477
YJL020C	0.6976
YJL023C	0.0386
YJL024C	0.5679
YJL025W	-1.1868
YJL026W	1.7247
YJL029C	-0.9136
YJL030W	0.3122
YJL031C	0.4264
YJL033W	0.1687
YJL034W	0.5644
YJL035C	-0.4265
YJL036W	0.1846
YJL039C	-0.7510
YJL041W	0.5536
YJL042W	-0.8778
YJL044C	-0.8276
YJL046W	-0.9191
YJL047C	-0.6941
YJL048C	-0.3538
YJL049W	-0.0209
YJL050W	0.2061
YJL051W	-0.9894
YJL052W	1.6069
YJL053W	0.0123
YJL054W	-0.9457
YJL055W	0.5710
YJL056C	-0.7071
YJL057C	-0.1874
YJL058C	-0.3165
YJL059W	-0.6020
YJL060W	0.1974
YJL061W	-0.4216
YJL062W	-0.3235
YJL062W-A	1.0193
YJL063C	0.3263
YJL065C	1.6129
YJL066C	1.0224
YJL068C	0.7921
YJL069C	0.2960
YJL070C	-0.8052
YJL071W	-0.6467
YJL072C	-0.0248
YJL073W	-0.4536
YJL074C	-0.2783
YJL076W	-0.4937
YJL077W-A	1.7436
YJL078C	0.3992
YJL079C	1.1595
YJL080C	0.9314
YJL081C	-0.5281
YJL082W	-0.4861
YJL083W	-0.9569
YJL084C	-0.3952
YJL085W	-0.1568
YJL087C	0.1745
YJL088W	0.5497
YJL090C	-0.9019
YJL091C	-0.2573
YJL092W	-1.3970
YJL093C	-1.2801
YJL094C	-0.7440
YJL095W	-1.2443
YJL096W	0.5475
YJL097W	0.6006
YJL098W	-0.5310
YJL099W	-0.3969
YJL100W	-0.7051
YJL101C	-0.7681
YJL102W	-0.2928
YJL103C	-0.3977
YJL104W	0.8320
YJL107C	-0.0388
YJL109C	-0.8646
YJL110C	-0.5577
YJL111W	0.7383
YJL112W	-0.8569
YJL115W	1.3729
YJL116C	-0.4601
YJL117W	0.5269
YJL118W	-0.3334
YJL121C	1.3592
YJL122W	0.8817
YJL123C	0.8425
YJL124C	0.6277
YJL125C	0.3579
YJL126W	0.0802
YJL127C	-0.9144
YJL127C-B	-0.6507
YJL128C	-0.2842
YJL129C	-1.7685
YJL130C	0.3144
YJL131C	-0.2386
YJL132W	-0.4078
YJL133C-A	2.0487
YJL133W	-0.7688
YJL134W	-0.0203
YJL135W	-0.2638
YJL136C	2.1803
YJL137C	-0.4119
YJL139C	-0.3037
YJL140W	0.6181
YJL141C	-0.4984
YJL143W	1.9344
YJL144W	0.6190
YJL145W	0.7754
YJL146W	-0.2784
YJL147C	-0.5059
YJL148W	1.1203
YJL149W	-0.1584
YJL150W	3.3275
YJL151C	1.8893
YJL154C	-0.7019
YJL155C	-0.0062
YJL156C	-0.3221
YJL157C	-0.5086
YJL158C	2.3912
YJL159W	2.1848
YJL161W	-0.2694
YJL162C	-0.3002
YJL163C	-0.1776
YJL164C	-0.1540
YJL165C	-0.4608
YJL166W	1.6623
YJL167W	1.3174
YJL168C	0.1336
YJL170C	0.1600
YJL171C	0.3750
YJL172W	0.5907
YJL173C	0.8093
YJL174W	0.9127
YJL176C	0.5455
YJL177W	1.6665
YJL178C	0.6452
YJL179W	1.1306
YJL180C	-0.3416
YJL181W	-0.1411
YJL183W	-0.3435
YJL184W	0.6543
YJL185C	-0.6856
YJL186W	0.1653
YJL187C	-1.4397
YJL189W	4.6046
YJL190C	2.2964
YJL191W	1.4327
YJL192C	0.3204
YJL193W	-0.3697
YJL194W	0.6237
YJL196C	0.3824
YJL197W	-0.7087
YJL198W	-0.5129
YJL199C	0.5925
YJL200C	-0.0717
YJL201W	-0.4316
YJL203W	1.2075
YJL204C	-0.1666
YJL205C	0.3148
YJL206C	-0.5865
YJL207C	-1.1875
YJL208C	0.0389
YJL209W	-1.3971
YJL210W	0.0080
YJL212C	-0.3831
YJL217W	0.9855
YJL218W	0.4601
YJR001W	-0.3643
YJR002W	0.0098
YJR003C	-0.4301
YJR005C-A	0.9861
YJR005W	-0.6670
YJR006W	-0.3375
YJR007W	1.1758
YJR008W	-0.3057
YJR009C	2.4900
YJR010C-A	1.0351
YJR010W	-0.0555
YJR011C	-0.3774
YJR012C	-0.1488
YJR013W	-0.0717
YJR014W	1.5788
YJR015W	0.3482
YJR016C	0.5196
YJR017C	1.4626
YJR019C	0.5324
YJR021C	-0.4445
YJR022W	4.2529
YJR024C	-0.1810
YJR025C	0.8371
YJR030C	-1.0227
YJR031C	-0.9994
YJR032W	0.3416
YJR033C	-0.8966
YJR034W	0.5820
YJR035W	-0.6956
YJR036C	0.1445
YJR039W	-0.4908
YJR040W	-0.5744
YJR041C	-0.4411
YJR042W	-0.3322
YJR043C	0.0725
YJR044C	0.6526
YJR045C	1.5894
YJR046W	-1.1448
YJR047C	1.1070
YJR048W	1.6959
YJR049C	-0.3180
YJR050W	0.1000
YJR051W	0.0074
YJR052W	-0.4343
YJR053W	-0.4928
YJR054W	-1.1737
YJR055W	0.7621
YJR056C	0.0583
YJR057W	0.0649
YJR058C	-0.3087
YJR059W	-0.5321
YJR060W	1.2997
YJR061W	-1.2582
YJR062C	-0.3201
YJR063W	0.8044
YJR064W	0.5142
YJR065C	0.3515
YJR066W	-1.3508
YJR067C	0.8371
YJR068W	0.0325
YJR069C	1.5480
YJR070C	2.0993
YJR072C	0.6829
YJR073C	0.4217
YJR074W	0.3144
YJR075W	0.1874
YJR076C	0.4432
YJR077C	0.8264
YJR078W	0.5019
YJR080C	0.2812
YJR082C	0.1185
YJR083C	0.4061
YJR084W	-0.4207
YJR085C	1.5401
YJR086W	0.5202
YJR088C	1.2993
YJR089W	-0.8946
YJR090C	-1.0508
YJR091C	-0.7980
YJR092W	-0.3587
YJR093C	0.4346
YJR094C	0.2536
YJR094W-A	1.7009
YJR096W	-0.0767
YJR097W	0.1645
YJR098C	-0.1632
YJR099W	0.2893
YJR100C	-0.6457
YJR101W	-0.0315
YJR102C	0.1923
YJR103W	0.1260
YJR104C	2.1018
YJR105W	1.4827
YJR106W	-0.7805
YJR108W	1.6322
YJR109C	0.3413
YJR110W	-0.7121
YJR111C	0.3333
YJR112W	-0.3143
YJR112W-A	0.2610
YJR113C	1.3546
YJR115W	-1.5325
YJR116W	-0.2720
YJR117W	0.2617
YJR118C	0.6528
YJR119C	-0.1646
YJR120W	0.6285
YJR121W	0.5267
YJR122W	-0.6359
YJR123W	2.1837
YJR124C	-0.2221
YJR125C	1.0455
YJR126C	-0.8572
YJR127C	-1.2029
YJR129C	-0.5661
YJR130C	-0.7088
YJR131W	-0.0155
YJR132W	-0.4537
YJR133W	0.5117
YJR134C	-0.7722
YJR135C	-0.5919
YJR135W-A	1.0379
YJR136C	-0.6544
YJR137C	-0.6794
YJR138W	-1.0287
YJR139C	1.3146
YJR140C	-0.9059
YJR141W	-1.0467
YJR142W	0.2713
YJR143C	-0.3005
YJR144W	0.1969
YJR146W	-0.2234
YJR147W	-2.0611
YJR148W	0.9011
YJR150C	1.1766
YKL001C	0.3965
YKL002W	0.2204
YKL003C	0.3216
YKL004W	-0.7472
YKL005C	-0.5939
YKL006C-A	0.1531
YKL006W	1.2802
YKL007W	0.7128
YKL008C	0.3648
YKL009W	1.2171
YKL010C	-0.5078
YKL011C	-0.6654
YKL012W	-0.6556
YKL013C	0.8783
YKL014C	-0.9131
YKL015W	-1.4849
YKL016C	1.0269
YKL017C	-0.1031
YKL018C-A	1.5736
YKL018W	-0.0170
YKL019W	-0.3864
YKL020C	-0.5322
YKL021C	0.7595
YKL022C	-0.6624
YKL023C-A	-1.0539
YKL023W	0.0575
YKL024C	0.8907
YKL025C	-0.1629
YKL026C	-0.8502
YKL027W	-0.0302
YKL028W	-0.4246
YKL029C	0.9058
YKL032C	0.6393
YKL033W	-0.9226
YKL033W-A	0.1319
YKL034W	-0.2195
YKL035W	1.2849
YKL038W	-1.2514
YKL039W	0.2070
YKL040C	0.7884
YKL041W	1.3820
YKL042W	0.3620
YKL043W	-0.7397
YKL044W	-0.4089
YKL045W	0.0986
YKL046C	0.4250
YKL047W	-0.1139
YKL048C	-1.0779
YKL049C	0.5692
YKL051W	-0.8317
YKL052C	0.5037
YKL053C-A	0.7909
YKL054C	1.6146
YKL055C	0.0075
YKL056C	1.7251
YKL057C	-0.5099
YKL058W	0.2096
YKL059C	-0.1666
YKL060C	2.1661
YKL061W	0.2928
YKL062W	0.0800
YKL063C	1.0039
YKL064W	-0.9395
YKL065C	0.5468
YKL067W	1.4748
YKL068W	-0.3839
YKL068W-A	1.0071
YKL069W	0.3447
YKL072W	-0.6644
YKL073W	-0.0599
YKL074C	0.0200
YKL075C	-0.0892
YKL076C	0.6588
YKL077W	0.6671
YKL078W	-0.3340
YKL079W	-0.4426
YKL080W	0.4384
YKL081W	1.3858
YKL082C	1.7716
YKL084W	0.4278
YKL085W	0.9793
YKL086W	0.6772
YKL087C	0.7962
YKL088W	0.4606
YKL089W	-0.1646
YKL090W	-0.7183
YKL091C	-0.0133
YKL092C	-0.9306
YKL094W	0.0553
YKL095W	0.5718
YKL096W	1.4135
YKL096W-A	2.5602
YKL098W	-0.8092
YKL099C	0.8288
YKL100C	-0.1355
YKL101W	-0.9646
YKL103C	0.4849
YKL104C	0.4328
YKL105C	-0.4011
YKL106W	-0.6820
YKL108W	-0.4275
YKL109W	-0.3586
YKL110C	0.0858
YKL112W	0.6346
YKL113C	0.0180
YKL114C	0.2845
YKL115C	0.3279
YKL116C	-0.5142
YKL117W	2.1943
YKL119C	1.0372
YKL120W	0.7161
YKL121W	-0.6715
YKL122C	0.8823
YKL124W	-0.1211
YKL125W	-0.3761
YKL126W	-0.1046
YKL127W	0.6146
YKL128C	-0.0025
YKL129C	-0.4421
YKL130C	0.2808
YKL132C	-0.5443
YKL133C	-0.8856
YKL134C	-0.5063
YKL135C	0.0114
YKL137W	0.8177
YKL138C	0.5564
YKL138C-A	1.1328
YKL139W	-0.1517
YKL140W	-0.1208
YKL141W	0.7637
YKL142W	1.1796
YKL143W	0.5259
YKL144C	0.2006
YKL145W	0.9247
YKL146W	0.2437
YKL148C	0.1584
YKL149C	-0.5078
YKL150W	0.8606
YKL151C	0.0780
YKL152C	3.4830
YKL154W	0.1251
YKL155C	-0.5410
YKL156W	3.3326
YKL157W	0.4110
YKL159C	-0.2019
YKL160W	0.3879
YKL162C	0.3166
YKL164C	2.2503
YKL165C	-0.2119
YKL166C	0.0572
YKL167C	0.7001
YKL168C	-0.5898
YKL170W	2.4442
YKL171W	-1.1462
YKL172W	1.2184
YKL173W	-0.5815
YKL174C	-0.3834
YKL175W	-0.3050
YKL176C	-2.0787
YKL178C	0.1248
YKL179C	-0.4210
YKL180W	2.1444
YKL181W	0.2368
YKL182W	0.3863
YKL183W	-0.1686
YKL184W	0.3036
YKL185W	-0.1532
YKL186C	0.4898
YKL189W	0.0560
YKL190W	0.7483
YKL191W	-0.7191
YKL192C	1.6749
YKL193C	0.5221
YKL194C	-0.5949
YKL195W	0.2174
YKL196C	0.9664
YKL197C	-0.8751
YKL198C	-0.9671
YKL201C	-0.8160
YKL203C	-1.3356
YKL204W	0.5192
YKL205W	-0.7790
YKL206C	-0.0380
YKL207W	0.3387
YKL208W	-0.0322
YKL209C	-0.5600
YKL210W	0.8251
YKL211C	0.4764
YKL212W	0.5570
YKL213C	-0.0365
YKL214C	0.6893
YKL215C	-0.1235
YKL216W	1.2719
YKL218C	-0.1384
YKL219W	-0.6674
YKR001C	0.8769
YKR002W	-0.0590
YKR003W	-0.4913
YKR004C	-0.7345
YKR006C	0.4467
YKR007W	-0.1384
YKR008W	0.2421
YKR009C	-0.0727
YKR010C	-0.7062
YKR011C	0.6877
YKR013W	1.8799
YKR014C	1.3518
YKR016W	-0.1373
YKR017C	-0.4631
YKR018C	-0.1196
YKR019C	-0.3901
YKR020W	0.9402
YKR021W	-0.6416
YKR022C	-0.8469
YKR023W	0.2999
YKR024C	0.1147
YKR025W	0.9400
YKR026C	0.4084
YKR027W	-0.7642
YKR028W	-1.0256
YKR029C	-0.0832
YKR030W	0.0842
YKR031C	-1.0572
YKR036C	-1.0527
YKR037C	0.1633
YKR038C	-0.3547
YKR039W	-0.0933
YKR041W	1.5590
YKR042W	1.7146
YKR043C	1.4586
YKR044W	-1.4076
YKR045C	-0.0575
YKR046C	-0.8779
YKR048C	1.0014
YKR049C	-0.5475
YKR051W	-1.0316
YKR052C	-0.2122
YKR054C	-1.8166
YKR055W	0.4065
YKR056W	0.1269
YKR057W	1.9202
YKR060W	0.0434
YKR061W	-1.0764
YKR062W	0.3355
YKR063C	-0.6523
YKR064W	-1.1561
YKR065C	0.7639
YKR066C	0.4503
YKR067W	-0.3460
YKR068C	0.2871
YKR069W	-0.8953
YKR070W	0.0483
YKR071C	0.8373
YKR072C	-0.2234
YKR074W	0.4403
YKR075C	0.4353
YKR076W	-0.2365
YKR077W	0.7151
YKR078W	-0.5314
YKR079C	-0.9693
YKR080W	0.4948
YKR081C	0.9782
YKR082W	-0.3818
YKR083C	0.0604
YKR084C	0.1034
YKR085C	0.2433
YKR086W	-1.0056
YKR087C	-0.2061
YKR088C	-0.0500
YKR089C	-0.9497
YKR090W	-0.2113
YKR091W	0.0604
YKR092C	1.0561
YKR093W	0.4113
YKR094C	1.6312
YKR095W	-0.8982
YKR095W-A	0.7024
YKR096W	-0.9883
YKR098C	-0.8832
YKR099W	-0.7352
YKR100C	-0.4848
YKR101W	-0.4704
YLL001W	0.2316
YLL002W	-0.2562
YLL003W	-1.1455
YLL004W	-0.2842
YLL006W	-0.4006
YLL007C	-0.1242
YLL008W	0.4814
YLL009C	1.2962
YLL010C	0.0785
YLL011W	0.0066
YLL012W	-0.4000
YLL013C	-0.3631
YLL014W	0.5228
YLL015W	-0.7628
YLL018C	1.2899
YLL018C-A	0.7951
YLL019C	-0.6364
YLL020C	0.4228
YLL021W	-0.0916
YLL022C	0.3503
YLL023C	0.4840
YLL024C	1.9389
YLL026W	1.0447
YLL027W	0.3023
YLL028W	0.1706
YLL029W	-0.3633
YLL031C	-0.5592
YLL032C	-0.4432
YLL033W	-0.6570
YLL034C	-0.1879
YLL035W	-0.5376
YLL036C	0.0311
YLL038C	-0.1664
YLL039C	1.2639
YLL040C	-0.8169
YLL041C	0.5027
YLL042C	-0.6050
YLL043W	-0.3891
YLL045C	3.2478
YLL048C	-0.9060
YLL049W	-1.5242
YLL050C	1.8748
YLL051C	-1.1993
YLL052C	-0.9160
YLL054C	-0.7584
YLL058W	-0.0030
YLL060C	-0.7007
YLL061W	-0.5321
YLL062C	0.0011
YLL063C	0.0828
YLR001C	-0.4124
YLR002C	0.2458
YLR003C	0.2336
YLR005W	-0.1790
YLR006C	-0.6010
YLR007W	-0.8415
YLR008C	0.4807
YLR009W	1.2449
YLR010C	-0.6363
YLR011W	0.5889
YLR014C	-0.8815
YLR015W	-0.2393
YLR016C	-0.5576
YLR017W	0.5033
YLR018C	-0.2007
YLR019W	-0.5056
YLR020C	-0.7711
YLR021W	-0.2580
YLR022C	0.3157
YLR023C	-1.0202
YLR024C	-1.2696
YLR025W	1.2662
YLR026C	0.5596
YLR027C	0.8752
YLR028C	0.3651
YLR029C	2.4623
YLR030W	-0.7017
YLR032W	-0.4468
YLR033W	-0.0743
YLR034C	0.1458
YLR035C	-0.5292
YLR036C	-0.2544
YLR038C	1.6554
YLR039C	-0.6152
YLR040C	1.6059
YLR042C	0.6992
YLR043C	1.5543
YLR044C	2.2882
YLR045C	-0.4161
YLR047C	-1.1743
YLR048W	1.8302
YLR049C	-0.3126
YLR050C	0.0348
YLR051C	0.8832
YLR052W	0.1908
YLR055C	-0.1933
YLR056W	0.6776
YLR057W	-0.7845
YLR058C	1.7097
YLR059C	-0.1016
YLR060W	0.8656
YLR061W	4.4066
YLR063W	0.0895
YLR064W	0.0276
YLR065C	0.4744
YLR066W	0.4531
YLR067C	-1.0954
YLR068W	1.5863
YLR069C	-0.1366
YLR070C	-0.2404
YLR071C	-0.7699
YLR072W	-0.5573
YLR073C	-0.7547
YLR074C	0.9836
YLR075W	3.3265
YLR077W	-0.7516
YLR078C	-0.0571
YLR079W	0.2814
YLR080W	0.6428
YLR082C	0.1259
YLR083C	-0.0644
YLR084C	-0.7834
YLR085C	-0.5376
YLR086W	-0.7923
YLR087C	-1.7081
YLR088W	-0.2741
YLR089C	0.1506
YLR090W	-0.5044
YLR091W	-0.8428
YLR092W	-0.8524
YLR093C	0.5518
YLR094C	-0.2012
YLR095C	-0.4416
YLR096W	-0.7036
YLR097C	-1.0749
YLR098C	-0.8736
YLR099C	-0.7966
YLR099W-A	0.1970
YLR100W	1.1427
YLR102C	0.1830
YLR103C	-0.5814
YLR104W	0.3774
YLR105C	-0.6765
YLR106C	-1.2104
YLR107W	-0.5399
YLR108C	-0.8225
YLR109W	2.5468
YLR110C	2.6006
YLR112W	-1.9514
YLR113W	-0.1074
YLR114C	-0.6967
YLR115W	-0.6821
YLR116W	-0.2772
YLR117C	-0.4742
YLR118C	0.5561
YLR119W	-0.0572
YLR120C	0.1643
YLR121C	-0.7311
YLR125W	-0.9337
YLR126C	0.0155
YLR127C	-0.9426
YLR128W	-0.1768
YLR129W	-0.2062
YLR130C	-1.2017
YLR131C	-0.4052
YLR132C	-0.3652
YLR133W	0.3160
YLR134W	-0.4098
YLR135W	-0.6977
YLR136C	0.3868
YLR137W	-0.5408
YLR138W	-1.1772
YLR139C	0.0782
YLR140W	1.1628
YLR141W	-0.8146
YLR142W	0.5928
YLR143W	-0.0616
YLR144C	-0.3346
YLR145W	-0.6003
YLR146C	-0.2626
YLR146W-A	0.1505
YLR147C	1.0315
YLR148W	-0.2671
YLR149C	-0.1438
YLR150W	2.2021
YLR151C	0.2386
YLR152C	-0.9782
YLR153C	1.1054
YLR154C	0.2250
YLR163C	0.5194
YLR165C	-0.2636
YLR166C	-0.5334
YLR167W	2.0427
YLR168C	-0.6616
YLR170C	2.9838
YLR172C	0.6879
YLR173W	-0.5894
YLR175W	0.9295
YLR176C	-0.3605
YLR177W	-1.0698
YLR178C	0.3004
YLR179C	1.2613
YLR180W	1.5257
YLR181C	0.1209
YLR182W	-0.2872
YLR183C	-0.0369
YLR185W	1.6855
YLR186W	0.6737
YLR187W	-0.1941
YLR188W	-1.1572
YLR189C	-1.2345
YLR190W	-0.5623
YLR191W	-0.2140
YLR192C	1.4856
YLR193C	0.2959
YLR194C	0.6820
YLR195C	0.5226
YLR196W	0.6615
YLR197W	1.3641
YLR199C	0.2072
YLR200W	1.3944
YLR201C	0.1946
YLR203C	-0.2476
YLR204W	0.4651
YLR205C	-0.1676
YLR206W	0.0288
YLR207W	-0.4057
YLR208W	1.2212
YLR209C	0.3011
YLR210W	-0.4159
YLR211C	-0.6121
YLR212C	-0.4733
YLR213C	-0.4554
YLR214W	0.0650
YLR215C	-0.4281
YLR216C	2.0015
YLR218C	0.5837
YLR219W	-0.4697
YLR220W	0.3086
YLR221C	0.5068
YLR222C	-0.0843
YLR223C	-0.5356
YLR224W	-1.4684
YLR225C	0.2802
YLR226W	-0.2466
YLR228C	-0.8245
YLR229C	1.9816
YLR231C	1.0421
YLR234W	-0.4566
YLR237W	-0.8275
YLR238W	-0.3478
YLR239C	-0.2889
YLR240W	-0.7967
YLR241W	-0.5739
YLR242C	-0.6942
YLR243W	0.3528
YLR244C	1.1823
YLR245C	-0.2090
YLR246W	-0.9567
YLR247C	-1.3168
YLR248W	-0.0229
YLR249W	1.2906
YLR250W	0.8667
YLR251W	-0.5220
YLR253W	-0.9047
YLR254C	0.0496
YLR256W	-1.9306
YLR257W	0.6967
YLR258W	-0.2266
YLR259C	1.3554
YLR260W	-0.6855
YLR261C	3.6927
YLR262C	1.1822
YLR262C-A	2.3260
YLR264W	2.2664
YLR265C	-0.7893
YLR266C	-1.2445
YLR267W	-0.0111
YLR268W	0.6011
YLR270W	0.9863
YLR271W	0.0512
YLR272C	-1.0392
YLR273C	-0.3342
YLR274W	-0.0264
YLR275W	0.9437
YLR276C	0.1181
YLR277C	-0.6397
YLR278C	-1.1897
YLR281C	1.2609
YLR283W	0.4997
YLR284C	0.1268
YLR285W	0.5024
YLR286C	1.4268
YLR287C	0.0454
YLR288C	-0.6642
YLR289W	-0.7667
YLR290C	-0.1488
YLR291C	-0.0449
YLR292C	0.7943
YLR293C	1.5310
YLR294C	1.3500
YLR295C	1.3207
YLR297W	0.3158
YLR298C	0.2504
YLR299W	0.2004
YLR300W	0.7332
YLR301W	1.3768
YLR304C	0.6252
YLR305C	-1.2411
YLR306W	-0.1363
YLR309C	-0.5061
YLR310C	-1.3728
YLR312W-A	0.2420
YLR313C	-0.6755
YLR314C	0.7854
YLR315W	0.7133
YLR316C	0.4468
YLR319C	-0.3407
YLR321C	1.3955
YLR323C	-0.0021
YLR324W	-0.2392
YLR325C	2.4111
YLR326W	0.3529
YLR327C	1.6631
YLR328W	0.0697
YLR330W	-0.0370
YLR332W	0.8470
YLR333C	1.5521
YLR335W	0.4687
YLR336C	-0.1801
YLR337C	1.0779
YLR340W	2.9859
YLR342W	-0.2637
YLR344W	1.6593
YLR345W	-0.3959
YLR346C	-0.0062
YLR347C	0.4575
YLR348C	0.9512
YLR350W	1.0063
YLR351C	0.2180
YLR352W	-0.6138
YLR353W	-1.0096
YLR354C	1.5696
YLR355C	2.0189
YLR356W	0.1396
YLR357W	0.3360
YLR359W	0.8105
YLR360W	-1.1018
YLR361C	-0.6795
YLR361C-A	1.3334
YLR362W	-0.1573
YLR363C	0.2412
YLR363W-A	0.9208
YLR364W	0.4903
YLR367W	1.4555
YLR368W	-1.0799
YLR369W	0.1796
YLR370C	1.0336
YLR371W	-1.1701
YLR372W	0.5855
YLR373C	-0.5497
YLR375W	-0.3346
YLR376C	-0.4263
YLR378C	0.9292
YLR380W	0.3300
YLR381W	-0.7124
YLR382C	-0.8574
YLR383W	-1.1668
YLR384C	-0.3121
YLR385C	-0.1934
YLR386W	-0.4453
YLR387C	0.4341
YLR388W	2.4181
YLR389C	-0.4562
YLR390W	0.4016
YLR390W-A	2.1618
YLR392C	-0.6230
YLR393W	-0.0808
YLR395C	1.6621
YLR396C	-0.7250
YLR397C	-0.1594
YLR398C	-0.3553
YLR399C	0.0257
YLR401C	0.0897
YLR402W	-0.8221
YLR403W	-0.4712
YLR404W	-0.5764
YLR405W	-0.2474
YLR406C	1.3905
YLR407W	0.3551
YLR408C	0.3794
YLR409C	-0.1415
YLR410W	-0.1207
YLR411W	-0.6807
YLR412W	-1.0658
YLR413W	0.4438
YLR414C	0.3130
YLR417W	-0.5660
YLR418C	0.6305
YLR419W	-0.5032
YLR420W	0.6276
YLR421C	1.1364
YLR422W	-1.3603
YLR423C	0.0343
YLR424W	-0.1794
YLR425W	-0.9781
YLR426W	-0.8731
YLR427W	-0.6393
YLR429W	0.7720
YLR430W	-1.2746
YLR431C	-0.3950
YLR432W	0.9848
YLR433C	-0.0575
YLR435W	1.8582
YLR436C	-1.2592
YLR437C	0.6558
YLR438C-A	2.0770
YLR438W	1.6587
YLR439W	0.2350
YLR440C	-0.2253
YLR441C	1.5834
YLR442C	-0.5531
YLR443W	-0.5630
YLR446W	-0.8094
YLR447C	0.6417
YLR448W	1.7598
YLR449W	1.1170
YLR450W	-0.7331
YLR451W	-0.6153
YLR452C	-0.5544
YLR453C	-0.3518
YLR454W	-1.7256
YLR455W	-0.5729
YLR456W	-0.2477
YLR457C	1.0078
YLR459W	-0.1541
YLR460C	0.4933
YML001W	1.0505
YML003W	0.1592
YML004C	0.7369
YML005W	-0.6119
YML006C	-0.5994
YML007C-A	0.3724
YML007W	-0.2843
YML008C	1.1322
YML009C	0.8397
YML010W	0.7569
YML011C	-0.3126
YML012W	0.7583
YML013W	0.3192
YML014W	0.2432
YML015C	-0.0203
YML016C	-0.3313
YML017W	0.5335
YML018C	-0.8179
YML019W	-0.1386
YML020W	-0.5888
YML021C	-0.0591
YML022W	1.1495
YML023C	-1.3198
YML024W	1.8896
YML025C	0.3236
YML026C	1.9763
YML027W	0.0681
YML028W	2.2765
YML029W	-0.6409
YML030W	0.4072
YML031W	0.0084
YML032C	-0.7698
YML034W	0.0839
YML035C	-0.1771
YML036W	-0.1036
YML037C	-0.4102
YML038C	-0.9866
YML041C	0.1774
YML043C	-0.8612
YML046W	-0.8318
YML048W	0.6007
YML049C	-0.8354
YML050W	0.2407
YML051W	-2.4886
YML052W	0.4467
YML053C	0.7065
YML055W	0.2938
YML056C	0.2541
YML057W	0.5706
YML058W	2.1086
YML058W-A	1.5775
YML059C	-0.9248
YML060W	0.1905
YML061C	-0.6308
YML062C	0.4066
YML063W	1.8901
YML064C	0.4339
YML065W	-0.4255
YML067C	0.1747
YML068W	-0.9031
YML069W	0.8350
YML070W	0.8584
YML071C	-0.0588
YML072C	-0.3463
YML073C	1.7729
YML074C	1.4774
YML075C	-0.6105
YML076C	-0.4622
YML077W	-0.1100
YML078W	1.4567
YML079W	0.5305
YML080W	0.1006
YML081C-A	1.4131
YML081W	-1.5376
YML082W	-0.6537
YML084W	0.9756
YML085C	0.6166
YML086C	0.7110
YML088W	-0.7155
YML091C	-0.5839
YML092C	1.0642
YML093W	0.3321
YML094W	2.3129
YML095C	-0.1670
YML096W	-0.8429
YML097C	-0.0690
YML098W	0.3145
YML099C	-0.6926
YML100W	-0.1315
YML101C	0.1188
YML101C-A	-0.6295
YML102W	0.5048
YML103C	-0.7001
YML104C	-1.6417
YML105C	0.8841
YML106W	0.6536
YML107C	-0.3904
YML108W	0.4155
YML109W	-0.3318
YML110C	0.1486
YML111W	-0.7192
YML112W	0.1388
YML113W	0.0396
YML114C	-0.6094
YML115C	0.2259
YML116W	-0.5725
YML117W	-0.5254
YML119W	-0.1349
YML120C	0.2522
YML121W	-0.2280
YML123C	1.0943
YML124C	0.0983
YML125C	0.2327
YML126C	1.2369
YML127W	-0.1767
YML128C	-0.4477
YML129C	1.5303
YML130C	0.2737
YML131W	0.3320
YMR001C	-0.3849
YMR001C-A	-1.5713
YMR002W	1.7400
YMR003W	0.1835
YMR004W	-0.0745
YMR005W	0.1874
YMR006C	0.0691
YMR008C	0.4337
YMR009W	0.5267
YMR010W	-0.6377
YMR011W	0.7812
YMR012W	0.0523
YMR013C	-0.5366
YMR014W	0.3867
YMR015C	0.7255
YMR016C	-0.4264
YMR019W	-0.9605
YMR020W	-0.8363
YMR021C	-0.1994
YMR022W	0.5645
YMR023C	-0.7637
YMR024W	-0.1041
YMR025W	-0.1625
YMR026C	-0.8705
YMR027W	0.6292
YMR028W	0.1768
YMR029C	-0.4992
YMR030W	0.0334
YMR031C	0.5240
YMR032W	-0.5543
YMR033W	-0.0100
YMR034C	-0.6891
YMR035W	-0.6440
YMR036C	-0.5159
YMR037C	-0.1975
YMR038C	0.9748
YMR039C	1.1026
YMR040W	-0.2264
YMR041C	-0.2151
YMR042W	-0.6806
YMR043W	0.6038
YMR044W	0.4196
YMR047C	-0.1874
YMR048W	0.0805
YMR049C	0.5878
YMR052W	0.6408
YMR054W	-0.6287
YMR055C	-0.4261
YMR056C	-0.7937
YMR058W	0.5093
YMR059W	0.0365
YMR060C	-0.0356
YMR061W	-0.5217
