ENSG,Degradation_rates
YML057W,0.00121420
YOR326W,0.00121419
YGL060W,0.00121415
YPL161C,0.00121396
YER036C,0.00121363
YMR091C,0.00121355
YDR372C,0.00121307
YDR346C,0.00121284
YHR027C,0.00121283
YGL108C,0.00121261
YBL039C,0.00121229
YGL005C,0.00121184
YBR016W,0.00121148
YGL238W,0.00121129
YOR285W,0.00121085
YEL003W,0.00121063
YNL323W,0.00121052
YPL241C,0.00121043
YGR223C,0.00121022
YOL142W,0.00121011
YMR228W,0.00120998
YML016C,0.00120954
YDL064W,0.00120903
YGR048W,0.00120878
YOR094W,0.00120871
YHR171W,0.00120840
YGL100W,0.00120805
YLR333C,0.00120785
YPR110C,0.00120767
YGL234W,0.00120762
YPR028W,0.00120735
YKL039W,0.00120719
YMR146C,0.00120713
YHR039C-A,0.00120679
YGR270W,0.00120649
YDR382W,0.00120643
YDR320C,0.00120616
YOR310C,0.00120580
YIR017C,0.00120573
YLR306W,0.00120572
YDR447C;YML024W,0.00120558
YML001W,0.00120522
YGR135W,0.00120518
YJR033C,0.00120513
YLL014W,0.00120496
YOR257W,0.00120463
YJL154C,0.00120445
YIL133C,0.00120425
YNL096C,0.00120423
YMR072W,0.00120422
YHL023C,0.00120401
YPR129W,0.00120368
YKL019W,0.00120360
YGL119W,0.00120335
YOL049W,0.00120307
YMR049C,0.00120303
YAR002C-A,0.00120297
YPL063W,0.00120270
YJR006W,0.00120264
YPL237W,0.00120242
YBR127C,0.00120117
YBR101C,0.00120106
YGR210C,0.00120067
YPR118W,0.00120057
YNR030W,0.00120026
YPR135W,0.00120021
YDR510W,0.00119975
YGL076C,0.00119955
YDR267C,0.00119937
YPL115C,0.00119922
YDR333C,0.00119903
YNL301C;YOL120C,0.00119901
YEL022W,0.00119899
YER165W,0.00119870
YML094W,0.00119869
YNL001W,0.00119863
YOR274W,0.00119861
YCR009C,0.00119846
YHL025W,0.00119812
YDL092W,0.00119810
YGR078C,0.00119809
YDL229W,0.00119799
YDR172W,0.00119787
YER072W,0.00119683
YDL235C,0.00119622
YLR028C,0.00119616
YPL143W,0.00119602
YPR091C,0.00119597
YDR233C,0.00119553
YLR151C,0.00119543
YPR163C,0.00119538
YER031C,0.00119534
YAL003W,0.00119500
YPL084W,0.00119485
YDL014W,0.00119482
YJR064W,0.00119478
YOR216C,0.00119456
YJL136C;YKR057W,0.00119449
YEL059C-A,0.00119435
YDR019C,0.00119412
YLR441C,0.00119362
YBL067C,0.00119358
YJL128C,0.00119238
YBR137W,0.00119231
YLR021W,0.00119212
YKL006W,0.00119210
YER021W,0.00119182
YKL127W,0.00119162
YHR108W,0.00119146
YMR285C,0.00119142
YCL039W,0.00119045
YML105C,0.00118969
YDR074W,0.00118964
YBR125C,0.00118929
YJR007W,0.00118923
YHR058C,0.00118913
YPL249C-A,0.00118898
YBR151W,0.00118787
YFR031C-A;YIL018W,0.00118779
YDR176W,0.00118744
YOL098C,0.00118737
YDR460W,0.00118726
YOR275C,0.00118669
YIL115C,0.00118648
YMR300C,0.00118637
YNL134C,0.00118576
YPL099C,0.00118570
YEL036C,0.00118569
YLR172C,0.00118529
YOL090W,0.00118505
YMR277W,0.00118499
YMR038C,0.00118494
YLR435W,0.00118453
YOL127W,0.00118422
YOR369C,0.00118384
YML082W,0.00118363
YDR279W,0.00118361
YER182W,0.00118361
YOL057W,0.00118356
YGR095C,0.00118350
YLL035W,0.00118348
YGL164C,0.00118342
YOR234C,0.00118328
YNR051C,0.00118305
YOR222W,0.00118288
YBL072C;YER102W,0.00118266
YMR315W,0.00118256
YKL106W,0.00118224
YDR268W,0.00118214
YPL111W,0.00118202
YKL033W-A,0.00118189
YHR114W,0.00118189
YOR016C,0.00118172
YLR189C,0.00118151
YNL189W,0.00118143
YOR288C,0.00118140
YGR116W,0.00118063
YPR055W,0.00118059
YCR051W,0.00118047
YBL091C,0.00118009
YHR003C,0.00118004
YNL050C,0.00117998
YCR035C,0.00117978
YPL012W,0.00117971
YGR167W,0.00117950
YNL059C,0.00117926
YLR233C,0.00117925
YIL091C,0.00117878
YOL139C,0.00117855
YHR064C,0.00117823
YLR005W,0.00117771
YKL091C,0.00117759
YKR008W,0.00117748
YBL066C,0.00117689
YLR029C,0.00117679
YBR176W,0.00117665
YMR261C,0.00117644
YDR312W,0.00117623
YOL121C,0.00117590
YIL076W,0.00117562
YJR017C,0.00117506
YOR251C,0.00117500
YIL075C,0.00117493
YNL153C,0.00117450
YBR031W,0.00117435
YER157W,0.00117433
YDL137W;YDL192W,0.00117419
YLR347C,0.00117419
YOR261C,0.00117371
YHR117W,0.00117370
YOR117W,0.00117369
YLR397C,0.00117353
YNL069C,0.00117326
YGR083C,0.00117316
YFL034C-A,0.00117315
YCR057C,0.00117288
YPL094C,0.00117271
YDL136W;YDL191W,0.00117264
YKL009W,0.00117203
YFL005W,0.00117192
YCR027C,0.00117190
YOL021C,0.00117180
YFR037C,0.00117156
YHR203C;YJR145C,0.00117152
YDR167W,0.00117132
YLR442C,0.00117102
YIL078W,0.00117099
YDR388W,0.00117091
YNL185C,0.00117082
YJR143C,0.00117078
YBR041W,0.00117071
YBR002C,0.00117057
YHR069C,0.00117054
YDL018C,0.00117038
YIL030C,0.00117031
YBR110W,0.00117028
YBR059C,0.00117006
YOR086C,0.00116993
YLR439W,0.00116970
YDR407C,0.00116919
YNL292W,0.00116890
YBR235W,0.00116872
YGL157W,0.00116864
YKL117W,0.00116852
YER174C,0.00116848
YDR385W;YOR133W,0.00116837
YDR292C,0.00116670
YPL075W,0.00116600
YBL024W,0.00116582
YDL201W,0.00116542
YPL031C,0.00116510
YOR206W,0.00116499
YBL092W,0.00116497
YDR432W,0.00116466
YOL061W,0.00116455
YHR074W,0.00116407
YPL079W,0.00116388
YNL199C,0.00116385
YDR189W,0.00116383
YGL031C,0.00116378
YNL132W,0.00116373
YOL103W-B,0.00116372
YMR298W,0.00116333
YLR181C,0.00116314
YDL181W,0.00116256
YER005W,0.00116247
YGR285C,0.00116217
YPL243W,0.00116197
YER183C,0.00116192
YDR212W,0.00116190
YOR096W,0.00116168
YPL233W,0.00116112
YGL014W,0.00116097
YDR490C,0.00116021
YLR361C-A,0.00116020
YKL054C,0.00116000
YML030W,0.00115982
YNL232W,0.00115977
YOR042W,0.00115933
YCR031C;YJL191W,0.00115888
YMR109W,0.00115883
YLR292C,0.00115851
YPR114W,0.00115812
YFL018C,0.00115810
YJR101W,0.00115767
YEL002C,0.00115750
YBR118W;YPR080W,0.00115736
YLR412W,0.00115718
YMR119W,0.00115717
YMR012W,0.00115711
YHR042W,0.00115677
YOR197W,0.00115676
YOR241W,0.00115671
YGL155W,0.00115664
YBR166C,0.00115659
YOR239W,0.00115650
YKL081W,0.00115639
YJR103W,0.00115630
YGR174C,0.00115627
YNL329C,0.00115616
YBR154C,0.00115609
YFR021W,0.00115603
YHL010C,0.00115593
YER023W,0.00115562
YGR158C,0.00115527
YDR188W,0.00115525
YLR147C,0.00115525
YJR065C,0.00115512
YBR087W,0.00115442
YJL140W,0.00115437
YLR268W,0.00115406
YGL221C,0.00115383
YCR093W,0.00115348
YLR143W,0.00115315
YBR211C,0.00115305
YIL041W,0.00115278
YLR447C,0.00115278
YMR039C,0.00115276
YDR108W,0.00115249
YBR162W-A,0.00115236
YML008C,0.00115225
YDR495C,0.00115207
YBL105C,0.00115174
YHR039C,0.00115133
YHR201C,0.00115041
YNR049C,0.00115036
YDR264C,0.00115034
YOL076W,0.00115031
YGR194C,0.00114963
Q0250,0.00114937
YHR193C,0.00114884
YDL055C,0.00114880
YER010C,0.00114879
YHR196W,0.00114871
YDL047W,0.00114852
YBL068W,0.00114819
YMR116C,0.00114816
YDR255C,0.00114790
YPR019W,0.00114782
YDL208W,0.00114775
YDL225W,0.00114755
YJL155C,0.00114720
YPR182W,0.00114716
YLL045C,0.00114712
YBL010C,0.00114704
YGR006W,0.00114704
YGL103W,0.00114654
YML073C,0.00114654
YNL121C,0.00114640
YER163C,0.00114639
YKL154W,0.00114637
YLR291C,0.00114619
YOR026W,0.00114589
YLR369W,0.00114587
YPR169W,0.00114576
YKL216W,0.00114532
YGL030W,0.00114511
YKL056C,0.00114510
YPL048W,0.00114472
YGL232W,0.00114469
YOR046C,0.00114451
YMR174C,0.00114450
YER105C,0.00114440
YBR216C,0.00114384
YLR448W,0.00114361
YJL177W,0.00114360
YPR034W,0.00114347
YDL113C,0.00114329
YGL097W,0.00114287
YHR141C;YNL162W,0.00114271
YMR099C,0.00114222
YDR502C,0.00114199
YIR037W,0.00114178
YGL110C,0.00114092
YNL178W,0.00114086
YGL135W;YPL220W,0.00114075
YLR314C,0.00114075
YJL148W,0.00114058
YHL015W,0.00114035
YBL007C,0.00114033
YPR190C,0.00113940
YOR167C,0.00113936
YJL020C,0.00113908
YDR339C,0.00113906
YER030W,0.00113895
YLR345W,0.00113849
YDR496C,0.00113837
YHR046C,0.00113835
YKL157W,0.00113819
YGL151W,0.00113817
YMR196W,0.00113772
YKL196C,0.00113740
YOR007C,0.00113711
YIR006C,0.00113678
YOL025W,0.00113651
YNL149C,0.00113612
YJL208C,0.00113573
YEL013W,0.00113488
YNL021W,0.00113465
YBL064C,0.00113442
YER004W,0.00113414
YEL018W,0.00113402
YLR025W,0.00113383
YML070W,0.00113367
YLL040C,0.00113254
YBR081C,0.00113245
YIL070C,0.00113234
YGL167C,0.00113198
YFL004W,0.00113158
YDR207C,0.00113134
YLR104W,0.00113128
YLR115W,0.00113119
YKL148C,0.00113040
YGL099W,0.00113035
YLR059C,0.00113017
YGL189C,0.00113007
YHR190W,0.00112992
YER042W,0.00112973
YOR262W,0.00112971
YFR002W,0.00112959
YOR254C,0.00112937
YER112W,0.00112916
YLR003C,0.00112881
YMR242C;YOR312C,0.00112862
YIL034C,0.00112848
YDR033W,0.00112831
YGR195W,0.00112828
YGR001C,0.00112789
YBR094W,0.00112769
YDL058W,0.00112730
YOR358W,0.00112725
YFR004W,0.00112698
YGR203W,0.00112654
YGR118W;YPR132W,0.00112652
YIL162W,0.00112621
YHR098C,0.00112604
YGL123W,0.00112602
YLR386W,0.00112563
YDL125C,0.00112445
YGR155W,0.00112420
YJR137C,0.00112394
YGL210W,0.00112368
YJR032W,0.00112360
YCR053W,0.00112347
YNL067W,0.00112312
YDR181C,0.00112276
YBR121C,0.00112267
YJL095W,0.00112232
YDR531W,0.00112146
YLR033W,0.00112132
YDR381W,0.00112128
YDL088C,0.00112070
YLR340W,0.00112060
YLR238W,0.00112028
YDL143W,0.00112010
YMR260C,0.00111964
YKR054C,0.00111934
YGR085C;YPR102C,0.00111923
YER151C,0.00111913
YLR406C,0.00111883
YDR265W,0.00111842
YHR070W,0.00111832
YNL138W,0.00111809
YDL144C,0.00111780
YDL111C,0.00111761
YLR126C,0.00111753
YDL226C,0.00111751
YLR243W,0.00111734
YDR418W;YEL054C,0.00111733
YJL197W,0.00111722
YKL215C,0.00111677
YDL084W,0.00111676
YMR202W,0.00111663
YIL026C,0.00111643
YOL039W,0.00111608
YLL062C,0.00111583
YDR002W,0.00111499
YNL071W,0.00111410
YGR281W,0.00111365
YBR160W,0.00111360
YLR301W,0.00111346
YLL032C,0.00111269
YIL033C,0.00111268
YKR084C,0.00111260
YGR264C,0.00111223
YOR074C,0.00111222
YFR009W,0.00111215
YLR390W,0.00111199
YBR198C,0.00111173
YOR143C,0.00111153
YJR068W,0.00111114
YER053C,0.00111109
YEL055C,0.00111103
YOR069W,0.00111089
YMR110C,0.00111038
YKL057C,0.00111010
YJL203W,0.00110984
YLR418C,0.00110983
YGL206C,0.00110974
YDL006W,0.00110971
YPR063C,0.00110970
YKL189W,0.00110957
YOR051C,0.00110901
YLR432W,0.00110879
YLR118C,0.00110833
YDR341C,0.00110823
YFL039C,0.00110820
YBL029C-A,0.00110804
YLR186W,0.00110729
YGL159W,0.00110724
YGL137W,0.00110683
YOR057W,0.00110665
YGL073W,0.00110610
YPL227C,0.00110609
YDR023W,0.00110541
YGL213C,0.00110487
YLR328W,0.00110462
YMR209C,0.00110456
YJL207C,0.00110442
YBR112C,0.00110411
YOR265W,0.00110404
YKR048C,0.00110376
YLR298C,0.00110375
YOR061W,0.00110363
YNR021W,0.00110358
YER107C,0.00110355
YGR017W,0.00110348
YJL008C,0.00110342
YJL014W,0.00110335
YBR208C,0.00110301
YFL017C,0.00110267
YDL099W,0.00110219
YGL047W,0.00110205
YBR171W,0.00110147
YLR433C,0.00110130
YKL047W,0.00110127
YBL079W,0.00110093
YGL087C,0.00110079
YDR515W,0.00110072
YGR109W-A;YIL082W,0.00110060
YCL037C,0.00109995
YPR191W,0.00109961
YPL235W,0.00109912
YBR261C,0.00109897
YIR001C,0.00109891
YDR234W,0.00109890
YDR516C,0.00109875
YGR034W,0.00109872
YOR109W,0.00109845
YER063W,0.00109768
YBL002W;YDR224C,0.00109744
YLR225C,0.00109676
YOR361C,0.00109673
YGR124W,0.00109629
YLR321C,0.00109628
YER090W,0.00109597
YJL065C,0.00109592
YHR192W,0.00109575
YPL129W,0.00109574
YDR324C,0.00109562
YAL007C,0.00109548
YLR287C,0.00109527
YFR006W,0.00109498
YDR162C,0.00109477
YDR361C,0.00109455
YLR285W,0.00109449
YIL035C,0.00109403
YOL059W,0.00109399
YOL145C,0.00109367
YHL001W,0.00109351
YBL027W;YBR084C-A,0.00109343
YHL013C,0.00109333
YBL057C,0.00109325
YPL117C,0.00109318
YNR074C,0.00109313
YPR097W,0.00109310
YDR248C,0.00109274
YOL016C,0.00109209
YAL016W,0.00109170
YML078W,0.00109167
YOR138C,0.00109151
YDR064W,0.00109144
YNL297C,0.00109135
YOR176W,0.00109124
YEL044W,0.00109124
YBL041W,0.00109112
YDL081C,0.00109104
YGL062W,0.00109096
YDR328C,0.00109073
YPL247C,0.00109049
YPL064C,0.00109031
YMR309C,0.00109001
YLL001W,0.00108959
YNL330C,0.00108942
YDR472W,0.00108872
YDR430C,0.00108860
YGL011C,0.00108839
YOR128C,0.00108765
YPR103W,0.00108751
YNR050C,0.00108714
YDR121W,0.00108710
YDR164C,0.00108709
YGL105W,0.00108669
YGR054W,0.00108667
YML126C,0.00108639
YOR039W,0.00108638
YLR293C,0.00108635
YGR185C,0.00108604
YGL147C,0.00108604
YAL021C,0.00108596
YNL129W,0.00108569
YDL141W,0.00108562
YOR168W,0.00108558
YGR020C,0.00108527
YPR148C,0.00108501
YDR071C,0.00108483
YIR003W,0.00108458
YJR057W,0.00108456
YKR023W,0.00108390
YJR123W,0.00108364
YDR395W,0.00108313
YDR454C,0.00108269
YDL147W,0.00108268
YMR314W,0.00108260
YDL095W,0.00108235
YDR450W;YML026C,0.00108222
YGR232W,0.00108215
YGR010W,0.00108187
YFL028C,0.00108184
YOR260W,0.00108175
YKL085W,0.00108138
YPL160W,0.00108099
YGL130W,0.00108075
YEL015W,0.00108038
YGR208W,0.00108024
YGL124C,0.00107968
YML100W,0.00107912
YER120W,0.00107886
YLR275W,0.00107833
YDR304C,0.00107822
YKR080W,0.00107820
YNL113W,0.00107807
YKL067W,0.00107803
YML106W,0.00107800
YMR194W,0.00107765
YLR290C,0.00107728
YJL085W,0.00107706
YCR102C;YLR460C,0.00107701
YPL085W,0.00107644
YOR209C,0.00107630
YOR353C,0.00107625
YGL082W,0.00107553
YPL145C,0.00107507
YPL131W,0.00107476
YER007C-A,0.00107460
YLR120C,0.00107457
YIR036C,0.00107440
YDR099W,0.00107430
YLR133W,0.00107424
Q0140,0.00107408
YFR007W,0.00107406
YLR113W,0.00107387
YJL111W,0.00107338
YBR189W,0.00107216
YPL239W,0.00107209
YBR109C,0.00107179
YPR016C,0.00107145
YER099C,0.00107124
YNL200C,0.00107108
YFR044C,0.00107096
YER101C,0.00107059
YDR498C,0.00107058
YHR045W,0.00107050
YOR122C,0.00107038
YBL076C,0.00107029
YHR163W,0.00106966
YGL094C,0.00106902
YBR164C,0.00106846
YIL021W,0.00106840
YFL045C,0.00106840
YBR022W,0.00106834
YJL167W,0.00106834
YBR011C,0.00106821
YLR389C,0.00106791
YDR161W,0.00106735
YIL138C,0.00106621
YKL088W,0.00106596
YIR008C,0.00106569
YDR155C,0.00106560
YPR181C,0.00106547
YJL190C;YLR367W,0.00106527
YDR321W,0.00106494
YNL259C,0.00106466
YML017W,0.00106456
YDR122W,0.00106448
YOL038W,0.00106437
YJL012C,0.00106436
YDL190C,0.00106424
YMR149W,0.00106406
YLR385C,0.00106378
YHR012W,0.00106358
YBR119W,0.00106338
YGL245W,0.00106230
YLL018C,0.00106218
YDR300C,0.00106207
YBR079C,0.00106194
YKL035W,0.00106126
YGL195W,0.00106105
YMR205C,0.00106072
YDR141C,0.00106018
YPR029C,0.00105933
YJL121C,0.00105926
YDL145C,0.00105926
YDL112W,0.00105753
YCR030C,0.00105752
YKL179C,0.00105727
YJR069C,0.00105709
YHR068W,0.00105702
YML028W,0.00105684
YHR019C,0.00105674
YFL038C,0.00105659
YEL058W,0.00105608
YNL247W,0.00105595
YPR041W,0.00105551
YER087C-B,0.00105526
YFR052W,0.00105506
YLR109W,0.00105483
YER127W,0.00105461
YGR049W,0.00105446
YOL040C,0.00105426
YML121W,0.00105402
YMR142C,0.00105339
YOR283W,0.00105333
YOR298C-A,0.00105287
YJL217W,0.00105236
YDL015C,0.00105187
YBR281C,0.00105182
YGL161C,0.00105136
YKR088C,0.00105122
YLR061W,0.00105090
YPL037C,0.00105036
YHR207C,0.00105015
YMR125W,0.00105013
YER136W,0.00104974
YJL138C;YKR059W,0.00104906
YPL260W,0.00104853
YDL051W,0.00104850
YJL115W,0.00104801
YAL011W,0.00104796
YGL173C,0.00104709
YPL001W,0.00104703
YKL145W,0.00104696
YDL083C;YMR143W,0.00104695
YOL008W,0.00104686
YJR005W,0.00104637
YDL135C,0.00104598
YHR113W,0.00104597
YMR120C,0.00104578
YBL075C,0.00104569
YNL049C,0.00104550
YDR211W,0.00104423
YML069W,0.00104351
YMR139W,0.00104259
YHR111W,0.00104232
YER029C,0.00104229
YPL225W,0.00104089
YNL044W,0.00104088
YGL208W,0.00104033
YLR270W,0.00104017
YOR124C,0.00104004
YDR283C,0.00103957
YML131W,0.00103923
YFL037W,0.00103921
YNL163C,0.00103921
YLR420W,0.00103917
YCL009C,0.00103825
YOL077C,0.00103806
YLR060W,0.00103788
YBR252W,0.00103777
YPL252C,0.00103741
YKR027W,0.00103624
YDR484W,0.00103490
YGR211W,0.00103488
YHR107C,0.00103473
YOR259C,0.00103384
YBR278W,0.00103365
YKL006C-A,0.00103323
YLR429W,0.00103298
YML101C,0.00103244
YLR399C,0.00103217
YLL050C,0.00103185
YDR050C,0.00103111
YDR539W,0.00103100
YKL142W,0.00103018
YKL212W,0.00103014
YGR062C,0.00102889
YNL264C,0.00102884
YEL020C,0.00102864
YNL293W,0.00102820
YER154W,0.00102748
YER131W,0.00102745
YNL010W,0.00102740
YMR061W,0.00102700
YDL029W,0.00102687
YDL130W,0.00102658
YPL249C,0.00102629
YHR181W,0.00102599
YPR144C,0.00102572
YPR175W,0.00102494
YMR296C,0.00102444
YPR036W,0.00102401
YHL038C,0.00102369
YOR112W,0.00102324
YGR090W,0.00102322
YIL142W,0.00102295
YPR025C,0.00102282
YGL252C,0.00102268
YKL192C,0.00102222
YLR199C,0.00102221
YDR293C,0.00102177
YOR184W,0.00102163
YNL126W,0.00102137
YGR262C,0.00101901
YOL052C,0.00101897
YML063W,0.00101880
YDR093W,0.00101874
YDL219W,0.00101853
YDR434W,0.00101815
YJR144W,0.00101784
YBR088C,0.00101718
YDL116W,0.00101716
YLR357W,0.00101711
YMR079W,0.00101698
YNL064C,0.00101687
YMR047C,0.00101685
YPL222W,0.00101677
YJL011C,0.00101662
YFR053C,0.00101649
YNR016C,0.00101636
YGR253C,0.00101549
YDR400W,0.00101518
YLR373C,0.00101513
YLR195C,0.00101465
YOL097C,0.00101376
YNL263C,0.00101344
YGR119C,0.00101299
YGL013C,0.00101288
YDR476C,0.00101268
YHR079C,0.00101254
YKL207W,0.00101195
YDR152W,0.00101140
YER074W;YIL069C,0.00101134
YJL031C,0.00101079
YDL103C,0.00101058
YPL116W,0.00100985
YIL150C,0.00100981
YEL019C,0.00100944
YDR238C,0.00100921
YMR276W,0.00100815
YGL246C,0.00100800
YCR090C,0.00100778
YOR323C,0.00100726
YBL005W-B,0.00100723
YHL021C,0.00100714
YBL047C,0.00100665
YDR429C,0.00100628
YOR296W,0.00100575
YLR044C,0.00100562
YOR141C,0.00100518
YKL080W,0.00100482
YAR042W,0.00100461
YOR271C,0.00100328
YBL050W,0.00100327
YJR088C,0.00100286
YJL145W,0.00100279
YDL195W,0.00100230
YLR410W,0.00100174
YIL110W,0.00100069
YPL019C,0.00100033
YCL029C,0.00099994
YGR012W,0.00099994
YBR056W,0.00099952
YEL047C,0.00099951
YKL094W,0.00099939
YIL051C,0.00099882
YPR178W,0.00099842
YLR173W,0.00099833
YER008C,0.00099826
YMR230W;YOR293W,0.00099805
YER156C,0.00099745
YGL115W,0.00099707
YKL090W,0.00099638
YDR404C,0.00099593
YGR283C,0.00099574
YMR235C,0.00099562
YDL030W,0.00099544
YDR174W,0.00099536
YER177W,0.00099516
YMR027W,0.00099494
YML092C,0.00099489
YBR234C,0.00099301
YLR071C,0.00099296
YNL243W,0.00099294
YGR080W,0.00099291
YDR191W,0.00099238
YLR066W,0.00099150
YDL040C,0.00099114
YAL038W,0.00099092
YHR198C,0.00098994
YDR135C;YKR104W,0.00098979
YPR108W,0.00098915
YBR288C,0.00098870
YEL031W,0.00098823
YGL224C,0.00098816
YLR200W,0.00098739
YJR016C,0.00098690
YGL049C,0.00098676
YHL034C,0.00098666
YNL212W,0.00098578
YPR001W,0.00098532
YJR139C,0.00098502
YPR127W,0.00098500
YDR168W,0.00098447
YPR131C,0.00098374
YGL148W,0.00098359
YLL041C,0.00098298
YCL016C,0.00098218
YOR281C,0.00098190
YNL239W,0.00098145
YOR132W,0.00098090
YFL016C,0.00098020
YLL048C,0.00097988
YHR144C,0.00097985
YJL076W,0.00097846
YNR029C,0.00097834
YHR063C,0.00097817
YGR140W,0.00097776
YDL168W,0.00097758
YPL231W,0.00097750
YHR072W,0.00097501
YDL131W,0.00097461
YER062C,0.00097438
YGL019W,0.00097340
YPR172W,0.00097156
YML049C,0.00097153
YKR077W,0.00097151
YIR035C,0.00097131
YGL048C,0.00097126
YDL097C,0.00097023
YMR278W,0.00096996
YNR046W,0.00096965
YBR034C,0.00096852
YJL053W,0.00096784
YPR147C,0.00096651
YBL032W,0.00096570
YKR038C,0.00096564
YKL110C,0.00096562
YPL255W,0.00096502
YLR335W,0.00096492
YEL011W,0.00096478
YPL028W,0.00096445
YPR040W,0.00096354
YIL020C,0.00096234
YKL060C,0.00096196
YOR191W,0.00096185
YPL211W,0.00096173
YLR355C,0.00096164
YBR042C,0.00096161
YDL230W,0.00096154
YGL012W,0.00096123
YOR001W,0.00096074
YPR073C,0.00096028
YPL058C,0.00095956
YMR178W,0.00095950
YKR001C,0.00095898
YDR127W,0.00095894
YPL045W,0.00095873
YGL001C,0.00095851
YML079W,0.00095836
YBR255W,0.00095826
YBR080C,0.00095790
YJL080C,0.00095774
YBL023C,0.00095761
YGR277C,0.00095684
YDR044W,0.00095674
YGR218W,0.00095642
YER176W,0.00095515
YKL182W,0.00095383
YGR094W,0.00095355
YAL039C,0.00095317
YHR020W,0.00095268
YNL287W,0.00095163
YNL219C,0.00095162
YHL011C,0.00095146
YLR209C,0.00095138
YIL062C,0.00095098
YDR037W,0.00095098
YGR127W,0.00095077
YFR032C-A,0.00095068
YJR045C,0.00095057
YDR226W,0.00094929
YBR096W,0.00094854
YNL106C,0.00094814
YBR108W,0.00094797
YOL064C,0.00094758
YDR301W,0.00094716
YER016W,0.00094659
YOR362C,0.00094648
YLR351C,0.00094594
YLL012W,0.00094584
YDR427W,0.00094582
YGR037C,0.00094562
YPL070W,0.00094514
YKL160W,0.00094475
YML056C,0.00094449
YPL184C,0.00094321
YOR250C,0.00094281
YGR180C,0.00094274
YOR155C,0.00094218
YPL030W,0.00094124
YNR020C,0.00094101
YOR224C,0.00094053
YAL012W,0.00093989
YDR399W,0.00093878
YPR069C,0.00093834
YFL022C;YHL012W,0.00093815
YGL172W,0.00093777
YDR363W,0.00093748
YER073W,0.00093720
YEL051W,0.00093584
YJL060W,0.00093428
YLR022C,0.00093413
YHR025W,0.00093392
YPR105C,0.00093329
YEL029C,0.00093310
YFR050C,0.00093304
YKL012W,0.00093282
YNL055C,0.00093242
YFR051C,0.00093021
YCL043C,0.00092996
YNR027W,0.00092975
YIL094C,0.00092958
YDL117W,0.00092832
YOR130C,0.00092826
YAL017W,0.00092815
YDR027C,0.00092765
YLL038C,0.00092601
YGR187C,0.00092570
YDR517W,0.00092502
YNL079C,0.00092471
YPL125W,0.00092296
YBR222C,0.00092116
YGL202W,0.00092077
YOR198C,0.00091929
YNR019W,0.00091802
YGL154C,0.00091741
YDR478W,0.00091579
YKL135C,0.00091576
YPR060C,0.00091355
YLL031C,0.00091325
YJR142W,0.00091322
YER012W,0.00091281
YGL169W,0.00091181
YOR149C,0.00091174
YLR119W,0.00091032
YBR082C,0.00091026
YLR027C,0.00090913
YKL213C,0.00090904
YKL193C,0.00090903
YLR405W,0.00090818
YGR248W,0.00090777
YKL041W,0.00090706
YGR274C,0.00090655
YGR007W,0.00090627
YDL061C,0.00090622
YGR240C,0.00090491
YIL137C,0.00090427
YGL200C,0.00090375
YBR017C,0.00090316
YJR134C,0.00090285
YLR259C,0.00090279
YKR074W,0.00090231
YNL016W,0.00090210
YPL113C,0.00090124
YGR192C,0.00090100
YBR169C,0.00090016
YNL290W,0.00089957
YOR270C,0.00089885
YLR450W,0.00089817
YDR210W,0.00089758
YPL086C,0.00089636
YIL116W,0.00089568
YGR100W,0.00089523
YML124C,0.00089471
YFR024C-A,0.00089274
YPL106C,0.00089185
YKR026C,0.00089158
YDR435C,0.00089070
YLR364W,0.00088691
YLR047C,0.00088562
YHL030W,0.00088534
YKL073W,0.00088522
YPL144W,0.00088493
YKL104C,0.00088462
YLR231C,0.00088439
YDL100C,0.00088431
YBL107C,0.00088367
YHR167W,0.00088303
YIL156W-B,0.00088285
YKL029C,0.00088274
YJR117W,0.00088218
YBL098W,0.00088187
YDL217C,0.00088187
YJR040W,0.00088138
YLR253W,0.00088102
YPR139C,0.00088090
YLR396C,0.00088028
YJR083C,0.00087939
YDR530C,0.00087811
YOR131C,0.00087743
YDL198C,0.00087683
YDL182W,0.00087571
YOL146W,0.00087558
YBR196C,0.00087408
YER003C,0.00087373
YOL111C,0.00087274
YGR204W,0.00087263
YOR020C,0.00087131
YIL068C,0.00087016
YKR068C,0.00086995
YNL274C,0.00086921
YDL215C,0.00086711
YDR332W,0.00086564
YMR308C,0.00086462
YMR267W,0.00086449
YPL119C,0.00086397
YDR291W,0.00086167
YJL068C,0.00086112
YOR244W,0.00086048
YBR218C,0.00086023
YDR368W,0.00085979
YLR208W,0.00085927
YLR100W,0.00085879
YHR049W,0.00085764
YKL211C,0.00085711
YKL116C,0.00085698
YMR304W,0.00085671
YPR074C,0.00085656
YGL196W,0.00085646
YJR099W,0.00085622
YER168C,0.00085556
YKR043C,0.00085545
YLR080W,0.00085306
YIL109C,0.00085258
YER071C,0.00084954
YPL072W,0.00084932
YDR098C,0.00084868
YPR185W,0.00084840
YBR239C,0.00084614
YDR196C,0.00084534
YMR092C,0.00084522
YBR035C,0.00084476
YGR031W,0.00084381
YJR046W,0.00084367
YDR007W,0.00084302
YJL102W,0.00084286
YEL038W,0.00084204
YGL143C,0.00083930
YHR026W,0.00083814
YBR086C,0.00083646
YKL018W,0.00083644
YKL152C,0.00083247
YBR249C,0.00083171
